Train_Part,Test_Part,Accuracy,Precision,Recall,F1,TSS,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_TSS
1,2,0.5367528271405493,1.0,0.06099058534588621,0.11496913580246913,0.06099058534587372,0.5356962536605069,1.0,0.06563706563706563,0.12318840579710146,0.0656370656370523
